ObjectName,"ObjectType (from static file, if available)",StartFrame (first frame where object is relevant),EndFrame (last frame where object is relevant),"StartPosition (x,y,z at StartFrame)","EndPosition (x,y,z at EndFrame)",AvgSpeed (avg world units per frame),VisibilityRatio (fraction of frames visible),SizeChange (grow/shrink/stable),RelativeSize (approx. size compared to average scene object),PathSummary (detailed 3D path narrative),MovementSummary (short overall description)
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_03,Mesh,8,12,"[-221.96,8.07,-1023.26]","[-179.03,28.211,-814.518]",107.0302145949918,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 20.14 units, moves 213.11 units left-forward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly descends 20.14 units, moves 213.11 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Rocks/valley_ore_03/LOD1,Mesh,8,12,"[-179.03,28.211,-814.518]","[-221.96,8.07,-1023.26]",107.0302145949918,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 20.14 units, moves 213.11 units right-backward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly rises 20.14 units, moves 213.11 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Build Sites/siteGadget (1)/siteBase/Light Column,Mesh,8,12,"[-309.82,-2.01,394.9]","[-215.684,3.418,447.205]",107.82793100583912,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 5.43 units, moves 107.69 units left-forward. Frame 9→10: quickly descends 5.43 units, moves 107.69 units left-forward. Frame 10→11: quickly descends 5.43 units, moves 107.69 units left-forward. Frame 11→12: quickly descends 5.43 units, moves 107.69 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar03 (1)/mountaintop,Mesh,8,12,"[-92.78,43.57,-952.87]","[-199.18,32.51,-965.42]",107.70694545849864,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 11.06 units, moves 107.14 units right-backward. Frame 9→10: quickly rises 11.06 units, moves 107.14 units right-backward. Frame 10→11: quickly rises 11.06 units, moves 107.14 units right-backward. Frame 11→12: quickly rises 11.06 units, moves 107.14 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault002/Sector/Solid Filler/ruinDoorFrame02 (2),Mesh,8,12,"[836.51,35.98,193.48]","[932.805,5.69,230.75]",107.60698873679159,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 30.29 units, moves 103.26 units left-forward. Frame 9→10: quickly rises 30.29 units, moves 103.26 units left-forward. Frame 10→11: quickly rises 30.29 units, moves 103.26 units left-forward. Frame 11→12: quickly rises 30.29 units, moves 103.26 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape05/vine02 (1),Mesh,8,12,"[-211.08,23.21,429.766]","[-347.549,26.25,407.587]",138.29294125876416,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 3.04 units, moves 138.26 units right-backward. Frame 9→10: quickly descends 3.04 units, moves 138.26 units right-backward. Frame 10→11: quickly descends 3.04 units, moves 138.26 units right-backward. Frame 11→12: quickly descends 3.04 units, moves 138.26 units right-backward.",Large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault003/Sector/Solid Filler/ruinPlanter02,Mesh,8,12,"[978.255,11.62,-2.2]","[871.415,0.53,-2.096]",107.41407969163077,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 11.09 units, moves 106.84 units right-forward. Frame 9→10: quickly rises 11.09 units, moves 106.84 units right-forward. Frame 10→11: quickly rises 11.09 units, moves 106.84 units right-forward. Frame 11→12: quickly rises 11.09 units, moves 106.84 units right-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (7)/grassThinColony01_LOD0,Mesh,8,12,"[-773.016,20.2,-818.091]","[-611.593,19.644,-922.454]",192.22208466770925,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 9→10: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 10→11: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 11→12: quickly rises 0.56 units, moves 192.22 units left-backward.",Object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (7)/grassThinColony01_LOD1,Mesh,8,12,"[-773.016,20.2,-818.091]","[-611.593,19.644,-922.454]",192.22208466770925,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 9→10: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 10→11: quickly rises 0.56 units, moves 192.22 units left-backward. Frame 11→12: quickly rises 0.56 units, moves 192.22 units left-backward.",Object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (7)/grassThinColony01_LOD3,Mesh,8,12,"[-611.593,19.644,-922.454]","[-773.016,20.2,-818.091]",192.22208466770925,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly descends 0.56 units, moves 192.22 units right-forward. Frame 9→10: quickly descends 0.56 units, moves 192.22 units right-forward. Frame 10→11: quickly descends 0.56 units, moves 192.22 units right-forward. Frame 11→12: quickly descends 0.56 units, moves 192.22 units right-forward.",Object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinRamp01/LoDMesh,Mesh,8,12,"[848.453,8.803,106.123]","[954.78,1.344,109.53]",106.64274592770012,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 7.46 units, moves 106.38 units left-forward. Frame 9→10: quickly rises 7.46 units, moves 106.38 units left-forward. Frame 10→11: quickly rises 7.46 units, moves 106.38 units left-forward. Frame 11→12: quickly rises 7.46 units, moves 106.38 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinRamp01/ruinRamp01,Mesh,8,12,"[954.78,1.344,109.53]","[848.453,8.803,106.123]",106.64274592770012,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 7.46 units, moves 106.38 units right-backward. Frame 9→10: quickly descends 7.46 units, moves 106.38 units right-backward. Frame 10→11: quickly descends 7.46 units, moves 106.38 units right-backward. Frame 11→12: quickly descends 7.46 units, moves 106.38 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Forest/Sector/Deco/Drapes/mossDrape05/vine02,Mesh,8,12,"[-213.175,23.21,432.185]","[-347.376,26.25,404.391]",137.08266278782298,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 3.04 units, moves 137.05 units right-backward. Frame 9→10: quickly descends 3.04 units, moves 137.05 units right-backward. Frame 10→11: quickly descends 3.04 units, moves 137.05 units right-backward. Frame 11→12: quickly descends 3.04 units, moves 137.05 units right-backward.",Large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_CliffCave/Sector/Mountains/mtnBluffReef01 (2)/mountaintop,Mesh,8,12,"[-803.582,46.3,932.392]","[-908.131,59.2,918.528]",106.25024186795999,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 12.90 units, moves 105.46 units right-backward. Frame 9→10: quickly descends 12.90 units, moves 105.46 units right-backward. Frame 10→11: quickly descends 12.90 units, moves 105.46 units right-backward. Frame 11→12: quickly descends 12.90 units, moves 105.46 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard03,Mesh,8,12,"[37.44,1025.38,668.76]","[23.84,1039.64,564.55]",106.05673811691554,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 14.26 units, moves 105.09 units right-backward. Frame 9→10: quickly descends 14.26 units, moves 105.09 units right-backward. Frame 10→11: quickly descends 14.26 units, moves 105.09 units right-backward. Frame 11→12: quickly descends 14.26 units, moves 105.09 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_PassageLab/Sector/Cliffs/cliffBase01,Mesh,8,12,"[113.22,26.14,-199.3]","[217.64,36.28,-214.46]",106.00085660031243,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 10.14 units, moves 105.51 units left-backward. Frame 9→10: quickly descends 10.14 units, moves 105.51 units left-backward. Frame 10→11: quickly descends 10.14 units, moves 105.51 units left-backward. Frame 11→12: quickly descends 10.14 units, moves 105.51 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Build Sites/siteGadget (1)/siteBase/Light Column,Mesh,8,12,"[-348.99,-5.95,836.26]","[-384.033,-5.539,736.361]",105.8677995001313,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.41 units, moves 105.87 units right-backward. Frame 9→10: quickly descends 0.41 units, moves 105.87 units right-backward. Frame 10→11: quickly descends 0.41 units, moves 105.87 units right-backward. Frame 11→12: quickly descends 0.41 units, moves 105.87 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_RuinsEnd/Sector/Solid Filler/ruinDesertPillar01 (1)/ruinPillar01,Mesh,8,12,"[-104.41,1032.683,42.56]","[25.49,1002.33,68.81]",135.95726206790133,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 30.35 units, moves 132.53 units left-forward. Frame 9→10: quickly rises 30.35 units, moves 132.53 units left-forward. Frame 10→11: quickly rises 30.35 units, moves 132.53 units left-forward. Frame 11→12: quickly rises 30.35 units, moves 132.53 units left-forward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02 (3)/mountaintop,Mesh,8,12,"[-691.43,42.502,-887.539]","[-729.62,34.191,-985.569]",105.53402162809867,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 8.31 units, moves 105.21 units right-backward. Frame 9→10: quickly rises 8.31 units, moves 105.21 units right-backward. Frame 10→11: quickly rises 8.31 units, moves 105.21 units right-backward. Frame 11→12: quickly rises 8.31 units, moves 105.21 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Solid Filler/cliffWallMoss01 (2),Mesh,8,12,"[-431.29,-4.18,895.39]","[-375.94,-3.75,805.57]",105.50563871187165,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.43 units, moves 105.50 units left-backward. Frame 9→10: quickly descends 0.43 units, moves 105.50 units left-backward. Frame 10→11: quickly descends 0.43 units, moves 105.50 units left-backward. Frame 11→12: quickly descends 0.43 units, moves 105.50 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnBluffQuar02 (4)/mountaintop,Mesh,8,12,"[-114.84,41.003,-954.83]","[-133.6,50.281,-851.938]",104.99896450917986,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.28 units, moves 104.59 units right-forward. Frame 9→10: quickly descends 9.28 units, moves 104.59 units right-forward. Frame 10→11: quickly descends 9.28 units, moves 104.59 units right-forward. Frame 11→12: quickly descends 9.28 units, moves 104.59 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Mountains/mtnBluffMoss02 (3)/mountaintop,Mesh,8,12,"[-340.0,3.9,930.0]","[-441.3,-1.12,902.91]",104.97980043798904,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 5.02 units, moves 104.86 units right-backward. Frame 9→10: quickly rises 5.02 units, moves 104.86 units right-backward. Frame 10→11: quickly rises 5.02 units, moves 104.86 units right-backward. Frame 11→12: quickly rises 5.02 units, moves 104.86 units right-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneWILDS/cellWilds_Forest/Sector/Flora/desert_treePlatform01 (1),Mesh,8,12,"[-915.839,12.41,746.814]","[-912.953,6.25,851.555]",104.9616676553874,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 6.16 units, moves 104.78 units left-forward. Frame 9→10: quickly rises 6.16 units, moves 104.78 units left-forward. Frame 10→11: quickly rises 6.16 units, moves 104.78 units left-forward. Frame 11→12: quickly rises 6.16 units, moves 104.78 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Main Nav/areaRamp01,Mesh,8,12,"[-773.41,4.411,-820.098]","[-678.86,2.921,-775.059]",104.73984018032485,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 1.49 units, moves 104.73 units left-forward. Frame 9→10: quickly rises 1.49 units, moves 104.73 units left-forward. Frame 10→11: quickly rises 1.49 units, moves 104.73 units left-forward. Frame 11→12: quickly rises 1.49 units, moves 104.73 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/ruinDesertCube01 (1)/LoDMesh,Mesh,8,12,"[8.158,1024.625,389.269]","[-8.728,1033.626,492.084]",104.58049159379583,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.00 units, moves 104.19 units right-forward. Frame 9→10: quickly descends 9.00 units, moves 104.19 units right-forward. Frame 10→11: quickly descends 9.00 units, moves 104.19 units right-forward. Frame 11→12: quickly descends 9.00 units, moves 104.19 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/ruinDesertCube01 (1)/BaseMesh,Mesh,8,12,"[-8.728,1033.626,492.084]","[8.158,1024.625,389.269]",104.58049159379583,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 9.00 units, moves 104.19 units left-backward. Frame 9→10: quickly rises 9.00 units, moves 104.19 units left-backward. Frame 10→11: quickly rises 9.00 units, moves 104.19 units left-backward. Frame 11→12: quickly rises 9.00 units, moves 104.19 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_Forest/Sector/Solid Filler/areaCrag01 (6)/areaCragChunk03,Mesh,8,12,"[-915.805,4.795,748.636]","[-919.28,13.778,852.755]",104.56355041313395,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.98 units, moves 104.18 units right-forward. Frame 9→10: quickly descends 8.98 units, moves 104.18 units right-forward. Frame 10→11: quickly descends 8.98 units, moves 104.18 units right-forward. Frame 11→12: quickly descends 8.98 units, moves 104.18 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_mtnBase04 (1),Mesh,8,12,"[-106.85,10.3,-954.448]","[-206.63,8.68,-985.47]",104.50376684120053,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 1.62 units, moves 104.49 units right-backward. Frame 9→10: quickly rises 1.62 units, moves 104.49 units right-backward. Frame 10→11: quickly rises 1.62 units, moves 104.49 units right-backward. Frame 11→12: quickly rises 1.62 units, moves 104.49 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_Forest/Sector/Solid Filler/areaCrag01 (6)/areaCragChunk02,Mesh,8,12,"[-914.193,3.771,749.708]","[-921.189,12.26,853.003]",103.87908433366178,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.49 units, moves 103.53 units right-forward. Frame 9→10: quickly descends 8.49 units, moves 103.53 units right-forward. Frame 10→11: quickly descends 8.49 units, moves 103.53 units right-forward. Frame 11→12: quickly descends 8.49 units, moves 103.53 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationMoss_HoneyPerch/Sector/Main Nav/digiRamp01,Mesh,8,12,"[730.08,1.9,1057.58]","[630.146,9.43,1030.841]",103.72308989323456,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 7.53 units, moves 103.45 units right-backward. Frame 9→10: quickly descends 7.53 units, moves 103.45 units right-backward. Frame 10→11: quickly descends 7.53 units, moves 103.45 units right-backward. Frame 11→12: quickly descends 7.53 units, moves 103.45 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault002/Sector/Flora/mossDrape05/drapeMoss02,Mesh,8,12,"[824.69,29.71,206.57]","[923.506,35.0,237.61]",103.71146299228444,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 5.29 units, moves 103.58 units left-forward. Frame 9→10: quickly descends 5.29 units, moves 103.58 units left-forward. Frame 10→11: quickly descends 5.29 units, moves 103.58 units left-forward. Frame 11→12: quickly descends 5.29 units, moves 103.58 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (18)/areaCragChunk01,Mesh,8,12,"[-549.74,29.469,-190.569]","[-478.852,-0.589,-121.252]",103.60230884010261,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 30.06 units, moves 99.15 units left-forward. Frame 9→10: quickly rises 30.06 units, moves 99.15 units left-forward. Frame 10→11: quickly rises 30.06 units, moves 99.15 units left-forward. Frame 11→12: quickly rises 30.06 units, moves 99.15 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneRUINSTransition/cellReef_RuinsGardenOfTranquility/Sector/Flora/treeRuin01/branch01 (3),Mesh,8,12,"[79.705,26.787,447.187]","[-12.539,5.181,488.084]",103.19079116374677,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 21.61 units, moves 100.90 units right-forward. Frame 9→10: quickly rises 21.61 units, moves 100.90 units right-forward. Frame 10→11: quickly rises 21.61 units, moves 100.90 units right-forward. Frame 11→12: quickly rises 21.61 units, moves 100.90 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD2,Mesh,8,12,"[-175.954,20.475,-980.485]","[-198.16,17.676,-828.51]",132.35033129093657,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 3.29 units, moves 85.44 units left-forward. Frame 9→10: quickly descends 3.29 units, moves 85.44 units left-forward. Frame 10→11: quickly descends 2.80 units, moves 153.59 units left-backward. Frame 11→12: quickly rises 2.43 units, moves 204.78 units left-forward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Cliffs/cliffBase01,Mesh,8,12,"[-750.49,0.941,-966.23]","[-731.74,14.381,-764.088]",101.72706653590285,1.0,shrink,huge,"Starts near the ground. Frame 8→9: quickly descends 13.44 units, moves 203.01 units left-forward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly descends 13.44 units, moves 203.01 units left-forward.",Very large object takes off and continues flying without landing.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Solid Filler/valley_rockLip01,Mesh,8,12,"[291.48,25.63,-1018.7]","[215.54,26.83,-949.46]",102.77402979352325,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 1.20 units, moves 102.77 units right-forward. Frame 9→10: quickly descends 1.20 units, moves 102.77 units right-forward. Frame 10→11: quickly descends 1.20 units, moves 102.77 units right-forward. Frame 11→12: quickly descends 1.20 units, moves 102.77 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaCliffs/Sector/Solid Filler/areaCrag01/areaCragChunk02,Mesh,8,12,"[-1014.267,4.226,835.049]","[-943.949,1.37,909.834]",102.69164564364527,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 2.86 units, moves 102.65 units left-forward. Frame 9→10: quickly rises 2.86 units, moves 102.65 units left-forward. Frame 10→11: quickly rises 2.86 units, moves 102.65 units left-forward. Frame 11→12: quickly rises 2.86 units, moves 102.65 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (18)/areaCragChunk03,Mesh,8,12,"[-549.657,29.007,-189.885]","[-480.572,-1.858,-120.46]",102.68990249776267,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 30.87 units, moves 97.94 units left-forward. Frame 9→10: quickly rises 30.87 units, moves 97.94 units left-forward. Frame 10→11: quickly rises 30.87 units, moves 97.94 units left-forward. Frame 11→12: quickly rises 30.87 units, moves 97.94 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Slimes/GlitchTarrNode 3/Portal/FX TarrSpawnerSpawn/FX Energy,Empty,8,12,"[1038.41,8.69,1038.72]","[943.82,8.2,1078.66]",102.67770838891961,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 9→10: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 10→11: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 11→12: quickly rises 0.49 units, moves 102.68 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Slimes/GlitchTarrNode 3/Portal/FX Drips/FX Distortion,Empty,8,12,"[943.82,8.2,1078.66]","[1038.41,8.69,1038.72]",102.67770838891961,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 9→10: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 10→11: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 11→12: quickly descends 0.49 units, moves 102.68 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Slimes/GlitchTarrNode 3/Portal,Mesh,8,12,"[1038.41,8.69,1038.72]","[943.82,8.2,1078.66]",102.67770838891961,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 9→10: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 10→11: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 11→12: quickly rises 0.49 units, moves 102.68 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Slimes/GlitchTarrNode 3/Portal/FX TarrSpawnerSpawn,Empty,8,12,"[1038.41,8.69,1038.72]","[943.82,8.2,1078.66]",102.67770838891961,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 9→10: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 10→11: quickly rises 0.49 units, moves 102.68 units right-forward. Frame 11→12: quickly rises 0.49 units, moves 102.68 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Slimes/GlitchTarrNode 3/Portal/FX Drips/FX Energy,Empty,8,12,"[943.82,8.2,1078.66]","[1038.41,8.69,1038.72]",102.67770838891961,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 9→10: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 10→11: quickly descends 0.49 units, moves 102.68 units left-backward. Frame 11→12: quickly descends 0.49 units, moves 102.68 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Main Nav/valley_platform01,Mesh,8,12,"[-243.928,19.817,-1000.343]","[-144.86,18.69,-823.39]",101.40032416368301,1.0,grow,huge,"Starts in the air. Frame 8→9: quickly rises 1.13 units, moves 202.80 units left-forward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly rises 1.13 units, moves 202.80 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree03/LOD1,Mesh,8,12,"[-702.22,7.89,-793.64]","[-628.789,37.115,-880.589]",102.42380568590714,1.0,stable,huge,"Starts in the air. Frame 8→9: hovers with negligible movement. Frame 9→10: quickly descends 8.29 units, moves 90.50 units right-forward. Frame 10→11: quickly rises 29.23 units, moves 113.81 units right-forward. Frame 11→12: quickly descends 5.87 units, moves 201.23 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (18)/areaCragChunk02,Mesh,8,12,"[-550.55,28.391,-190.44]","[-479.872,-3.55,-123.261]",102.60908929524709,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 31.94 units, moves 97.51 units left-forward. Frame 9→10: quickly rises 31.94 units, moves 97.51 units left-forward. Frame 10→11: quickly rises 31.94 units, moves 97.51 units left-forward. Frame 11→12: quickly rises 31.94 units, moves 97.51 units left-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneDESERT/cellDesert_RuinsEntrance/Sector/Cliffs/cliffDesert17,Mesh,8,12,"[-36.089,1012.993,194.087]","[-61.025,1013.041,293.555]",102.54603563278302,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 0.05 units, moves 102.55 units right-forward. Frame 9→10: quickly descends 0.05 units, moves 102.55 units right-forward. Frame 10→11: quickly descends 0.05 units, moves 102.55 units right-forward. Frame 11→12: quickly descends 0.05 units, moves 102.55 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/glassShard05,Mesh,8,12,"[141.555,1054.325,718.079]","[177.38,1062.81,622.39]",102.52712114850388,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.48 units, moves 102.18 units left-backward. Frame 9→10: quickly descends 8.48 units, moves 102.18 units left-backward. Frame 10→11: quickly descends 8.48 units, moves 102.18 units left-backward. Frame 11→12: quickly descends 8.48 units, moves 102.18 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_Forest/Sector/Solid Filler/areaCrag01 (6)/areaCragChunk01,Mesh,8,12,"[-915.692,5.563,749.901]","[-920.19,14.624,851.881]",102.48050607310644,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.06 units, moves 102.08 units right-forward. Frame 9→10: quickly descends 9.06 units, moves 102.08 units right-forward. Frame 10→11: quickly descends 9.06 units, moves 102.08 units right-forward. Frame 11→12: quickly descends 9.06 units, moves 102.08 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_OverUnder/Sector/Cliffs/cliffBase01 (3),Mesh,8,12,"[181.36,33.769,336.7]","[239.87,25.369,253.12]",102.3699003613855,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 9→10: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 10→11: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 11→12: quickly rises 8.40 units, moves 102.02 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationQuarry_OverUnder/Sector/Cliffs/cliffBase01 (3),Mesh,8,12,"[911.16,33.769,1208.6]","[969.67,25.369,1125.02]",102.36990036138546,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 9→10: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 10→11: quickly rises 8.40 units, moves 102.02 units left-backward. Frame 11→12: quickly rises 8.40 units, moves 102.02 units left-backward.",Very large object moves quickly along a complex 3D path.
